Year,country,Gallons
2009,MG,0.0
2010,MG,0.0
2011,MG,0.0
2012,MG,0.0
2013,MG,0.0
2014,MG,0.0
2015,MG,0.0
2016,MG,0.0
2017,MG,0.0
2018,MG,0.0
2019,MG,0.0
2020,MG,0.0
2021,MG,0.0
2022,MG,0.0
2006,MJ,4385255.2
2007,MJ,3434236.0
2008,MJ,4490924.0
2009,MJ,4517341.2
2010,MJ,4755096.0
2011,MJ,3117229.6
2012,MJ,4596592.8
2013,MJ,4226752.0
2014,MJ,2562468.4
2015,MJ,2985143.6
2016,MJ,2668137.2
2017,MJ,2905892.0
2018,MJ,2324713.6
2019,MJ,2694554.4
2020,MJ,1849204.0
2021,MJ,1849204.0
2022,MJ,1849204.0
1995,MW,0.0
1996,MW,0.0
1997,MW,0.0
1998,MW,0.0
1999,MW,0.0
2000,MW,0.0
2001,MW,0.0
2002,MW,0.0
2003,MW,0.0
2004,MW,0.0
2005,MW,0.0
2006,MW,0.0
2007,MW,0.0
2008,MW,0.0
2009,MW,0.0
2010,MW,0.0
2011,MW,0.0
2012,MW,0.0
2013,MW,0.0
2014,MW,0.0
2015,MW,0.0
2016,MW,0.0
2017,MW,0.0
2018,MW,0.0
2019,MW,0.0
2020,MW,0.0
2021,MW,0.0
2022,MW,0.0
1995,MO,4570175.600000001
1996,MO,7502484.8
1997,MO,9932867.200000001
1998,MO,7872325.600000001
1999,MO,13023679.6
2000,MO,7898742.8
2001,MO,7555319.2
2002,MO,9034682.4
2003,MO,9061099.6
2004,MO,8612007.200000001
2005,MO,9906450.0
2006,MO,11068806.8
2007,MO,9774364.0
2008,MO,9246020.0
2009,MO,7793074.0
2010,MO,8902596.4
2011,MO,8981848.0
2012,MO,9113934.0
2013,MO,9774364.0
2014,MO,8638424.4
2015,MO,10197039.200000001
2016,MO,8585590.0
2017,MO,9087516.8
2018,MO,10778217.6
2019,MO,12521752.8
2020,MO,10804634.8
2021,MO,10804634.8
2022,MO,10804634.8
1995,MZ,0.0
1996,MZ,0.0
1997,MZ,0.0
1998,MZ,0.0
1999,MZ,0.0
2000,MZ,0.0
2001,MZ,0.0
2002,MZ,0.0
2003,MZ,0.0
2004,MZ,0.0
2005,MZ,0.0
2006,MZ,0.0
2007,MZ,0.0
2008,MZ,0.0
2009,MZ,0.0
2010,MZ,0.0
2011,MZ,0.0
2012,MZ,0.0
2013,MZ,0.0
2014,MZ,0.0
2015,MZ,0.0
2016,MZ,0.0
2017,MZ,0.0
2018,MZ,0.0
2019,MZ,0.0
2020,MZ,0.0
2021,MZ,0.0
2022,MZ,0.0
1995,BM,0.0
1996,BM,0.0
1997,BM,0.0
1998,BM,0.0
1999,BM,0.0
2000,BM,0.0
2001,BM,0.0
2002,BM,0.0
2003,BM,0.0
2004,BM,0.0
2005,BM,0.0
2006,BM,0.0
2007,BM,0.0
2008,BM,0.0
2009,BM,0.0
2010,BM,0.0
2011,BM,0.0
2012,BM,0.0
2013,BM,0.0
2014,BM,0.0
2015,BM,0.0
2016,BM,0.0
2017,BM,0.0
2018,BM,0.0
2019,BM,0.0
2020,BM,0.0
2021,BM,0.0
2022,BM,0.0
1995,WA,0.0
1996,WA,0.0
1997,WA,0.0
1998,WA,0.0
1999,WA,0.0
2000,WA,0.0
2001,WA,0.0
2002,WA,0.0
2003,WA,0.0
2004,WA,0.0
2005,WA,0.0
2006,WA,0.0
2007,WA,0.0
2008,WA,0.0
2009,WA,0.0
2010,WA,0.0
2011,WA,0.0
2012,WA,0.0
2013,WA,0.0
2014,WA,0.0
2015,WA,0.0
2016,WA,0.0
2017,WA,0.0
2018,WA,0.0
2019,WA,0.0
2020,WA,0.0
2021,WA,0.0
2022,WA,0.0
1995,NR,0.0
1996,NR,0.0
1997,NR,0.0
1998,NR,0.0
1999,NR,0.0
2000,NR,0.0
2001,NR,0.0
2002,NR,0.0
2003,NR,0.0
2004,NR,0.0
2005,NR,0.0
2006,NR,0.0
2007,NR,0.0
2008,NR,0.0
2009,NR,0.0
2010,NR,0.0
2011,NR,0.0
2012,NR,0.0
2013,NR,0.0
2014,NR,0.0
2015,NR,0.0
2016,NR,0.0
2017,NR,0.0
2018,NR,0.0
2019,NR,0.0
2020,NR,0.0
2021,NR,0.0
2022,NR,0.0
1995,NP,0.0
1996,NP,0.0
1997,NP,0.0
1998,NP,0.0
1999,NP,0.0
2000,NP,0.0
2001,NP,0.0
2002,NP,0.0
2003,NP,0.0
2004,NP,0.0
2005,NP,0.0
2006,NP,0.0
2007,NP,0.0
2008,NP,0.0
2009,NP,0.0
2010,NP,0.0
2011,NP,0.0
2012,NP,0.0
2013,NP,0.0
2014,NP,0.0
2015,NP,0.0
2016,NP,0.0
2017,NP,0.0
2018,NP,0.0
2019,NP,0.0
2020,NP,0.0
2021,NP,0.0
2022,NP,0.0
2010,NL,26417.2
2011,NL,26417.2
2012,NL,26417.2
2013,NL,211337.6
2014,NL,184920.4
2015,NL,211337.6
2016,NL,211337.6
2017,NL,158503.2
2018,NL,158503.2
2019,NL,211337.6
2020,NL,211337.6
2021,NL,211337.6
2022,NL,264172.0
2023,NL,343423.60000000003
1995,NT,0.0
1996,NT,0.0
1997,NT,0.0
1998,NT,0.0
1999,NT,0.0
2000,NT,0.0
2001,NT,0.0
2002,NT,0.0
2003,NT,0.0
2004,NT,0.0
2005,NT,0.0
2006,NT,0.0
2007,NT,0.0
2008,NT,0.0
2009,NT,0.0
2010,NT,0.0
2011,NT,0.0
2012,NT,0.0
2013,NT,0.0
2014,NT,0.0
2015,NT,0.0
2016,NT,0.0
2017,NT,0.0
2018,NT,0.0
2019,NT,0.0
2020,NT,0.0
2021,NT,0.0
2022,NT,0.0
1995,NC,0.0
1996,NC,0.0
1997,NC,0.0
1998,NC,0.0
1999,NC,0.0
2000,NC,0.0
2001,NC,0.0
2002,NC,0.0
2003,NC,0.0
2004,NC,0.0
2005,NC,0.0
2006,NC,0.0
2007,NC,0.0
2008,NC,0.0
2009,NC,0.0
2010,NC,0.0
2011,NC,0.0
2012,NC,0.0
2013,NC,0.0
2014,NC,0.0
2015,NC,0.0
2016,NC,0.0
2017,NC,0.0
2018,NC,0.0
2019,NC,0.0
2020,NC,0.0
2021,NC,0.0
2022,NC,0.0
1995,NZ,14899300.8
1996,NZ,15137055.6
1997,NZ,12099077.6
1998,NZ,16008823.200000001
1999,NZ,15903154.4
2000,NZ,15876737.200000001
2001,NZ,14080367.6
2002,NZ,23511308.0
2003,NZ,14529460.0
2004,NZ,31489302.400000002
2005,NZ,26945544.0
2006,NZ,35187710.4
2007,NZ,38991787.2
2008,NZ,54208094.4
2009,NZ,54155260.0
2010,NZ,50192680.0
2011,NZ,62080420.0
2012,NZ,51249368.0
2013,NZ,65620324.800000004
2014,NZ,84640708.8
2015,NZ,62001168.4
2016,NZ,82923590.8
2017,NZ,75315437.2
2018,NZ,79700692.4
2019,NZ,78564752.8
2020,NZ,86912588.0
2021,NZ,70375420.8
2022,NZ,101177876.0
2023,NZ,95286840.4
1995,NU,0.0
1996,NU,0.0
1997,NU,0.0
1998,NU,0.0
1999,NU,0.0
2000,NU,0.0
2001,NU,0.0
2002,NU,0.0
2003,NU,0.0
2004,NU,0.0
2005,NU,0.0
2006,NU,0.0
2007,NU,0.0
2008,NU,0.0
2009,NU,0.0
2010,NU,0.0
2011,NU,0.0
2012,NU,0.0
2013,NU,0.0
2014,NU,0.0
2015,NU,0.0
2016,NU,0.0
2017,NU,0.0
2018,NU,0.0
2019,NU,0.0
2020,NU,0.0
2021,NU,0.0
2022,NU,0.0
1995,NG,0.0
1996,NG,0.0
1997,NG,0.0
1998,NG,0.0
1999,NG,0.0
2000,NG,0.0
2001,NG,0.0
2002,NG,0.0
2003,NG,0.0
2004,NG,0.0
2005,NG,0.0
2006,NG,0.0
2007,NG,0.0
2008,NG,0.0
2009,NG,0.0
2010,NG,0.0
2011,NG,0.0
2012,NG,0.0
2013,NG,0.0
2014,NG,0.0
2015,NG,0.0
2016,NG,0.0
2017,NG,0.0
2018,NG,0.0
2019,NG,0.0
2020,NG,0.0
2021,NG,0.0
2022,NG,0.0
1995,NI,0.0
1996,NI,0.0
1997,NI,0.0
1998,NI,0.0
1999,NI,0.0
2000,NI,0.0
2001,NI,0.0
2002,NI,0.0
2003,NI,0.0
2004,NI,0.0
2005,NI,0.0
2006,NI,0.0
2007,NI,0.0
2008,NI,0.0
2009,NI,0.0
2010,NI,0.0
2011,NI,0.0
2012,NI,0.0
2013,NI,0.0
2014,NI,0.0
2015,NI,0.0
2016,NI,0.0
2017,NI,0.0
2018,NI,0.0
2019,NI,0.0
2020,NI,0.0
2021,NI,0.0
2022,NI,0.0
1995,NE,0.0
1996,NE,0.0
1997,NE,0.0
1998,NE,0.0
1999,NE,0.0
2000,NE,0.0
2001,NE,0.0
2002,NE,0.0
2003,NE,0.0
2004,NE,0.0
2005,NE,0.0
2006,NE,0.0
2007,NE,0.0
2008,NE,0.0
2009,NE,0.0
2010,NE,0.0
2011,NE,0.0
2012,NE,0.0
2013,NE,0.0
2014,NE,0.0
2015,NE,0.0
2016,NE,0.0
2017,NE,0.0
2018,NE,0.0
2019,NE,0.0
2020,NE,0.0
2021,NE,0.0
2022,NE,0.0
1995,NF,0.0
1996,NF,0.0
1997,NF,0.0
1998,NF,0.0
1999,NF,0.0
2000,NF,0.0
2001,NF,0.0
2002,NF,0.0
2003,NF,0.0
2004,NF,0.0
2005,NF,0.0
2006,NF,0.0
2007,NF,0.0
2008,NF,0.0
2009,NF,0.0
2010,NF,0.0
2011,NF,0.0
2012,NF,0.0
2013,NF,0.0
2014,NF,0.0
2015,NF,0.0
2016,NF,0.0
2017,NF,0.0
2018,NF,0.0
2019,NF,0.0
2020,NF,0.0
2021,NF,0.0
2022,NF,0.0
1995,NO,0.0
1996,NO,0.0
1997,NO,0.0
1998,NO,0.0
1999,NO,0.0
2000,NO,0.0
2001,NO,0.0
2002,NO,0.0
2003,NO,0.0
2004,NO,0.0
2005,NO,0.0
2006,NO,0.0
2007,NO,0.0
2008,NO,0.0
2009,NO,0.0
2010,NO,0.0
2011,NO,0.0
2012,NO,0.0
2013,NO,0.0
2014,NO,0.0
2015,NO,0.0
2016,NO,0.0
2017,NO,0.0
2018,NO,0.0
2019,NO,0.0
2020,NO,0.0
2021,NO,0.0
2022,NO,0.0
1995,MU,0.0
1996,MU,0.0
1997,MU,0.0
1998,MU,0.0
1999,MU,0.0
2000,MU,0.0
2001,MU,0.0
2002,MU,0.0
2003,MU,0.0
2004,MU,0.0
2005,MU,0.0
2006,MU,0.0
2007,MU,0.0
2008,MU,0.0
2009,MU,0.0
2010,MU,0.0
2011,MU,0.0
2012,MU,0.0
2013,MU,0.0
2014,MU,0.0
2015,MU,0.0
2016,MU,0.0
2017,MU,0.0
2018,MU,0.0
2019,MU,0.0
2020,MU,0.0
2021,MU,0.0
2022,MU,0.0
1995,PK,0.0
1996,PK,0.0
1997,PK,0.0
1998,PK,0.0
1999,PK,0.0
2000,PK,0.0
2001,PK,0.0
2002,PK,0.0
2003,PK,0.0
2004,PK,0.0
2005,PK,0.0
2006,PK,0.0
2007,PK,0.0
2008,PK,0.0
2009,PK,0.0
2010,PK,0.0
2011,PK,0.0
2012,PK,0.0
2013,PK,0.0
2014,PK,0.0
2015,PK,0.0
2016,PK,0.0
2017,PK,0.0
2018,PK,0.0
2019,PK,0.0
2020,PK,0.0
2021,PK,0.0
2022,PK,0.0
1995,PS,0.0
1996,PS,0.0
1997,PS,0.0
1998,PS,0.0
1999,PS,0.0
2000,PS,0.0
2001,PS,0.0
2002,PS,0.0
2003,PS,0.0
2004,PS,0.0
2005,PS,0.0
2006,PS,0.0
2007,PS,0.0
2008,PS,0.0
2009,PS,0.0
2010,PS,0.0
2011,PS,0.0
2012,PS,0.0
2013,PS,0.0
2014,PS,0.0
2015,PS,0.0
2016,PS,0.0
2017,PS,0.0
2018,PS,0.0
2019,PS,0.0
2020,PS,0.0
2021,PS,0.0
2022,PS,0.0
1995,PM,52834.4
1996,PM,52834.4
1997,PM,52834.4
1998,PM,52834.4
1999,PM,52834.4
2000,PM,26417.2
2001,PM,26417.2
2002,PM,26417.2
2003,PM,26417.2
2004,PM,26417.2
2005,PM,26417.2
2006,PM,26417.2
2007,PM,26417.2
2008,PM,26417.2
2009,PM,26417.2
2010,PM,52834.4
2011,PM,26417.2
2012,PM,26417.2
2013,PM,26417.2
2014,PM,52834.4
2015,PM,26417.2
2016,PM,26417.2
2017,PM,26417.2
2018,PM,26417.2
2019,PM,26417.2
2020,PM,26417.2
2021,PM,26417.2
2022,PM,26417.2
1995,PP,0.0
1996,PP,0.0
1997,PP,0.0
1998,PP,0.0
1999,PP,0.0
2000,PP,0.0
2001,PP,0.0
2002,PP,0.0
2003,PP,0.0
2004,PP,0.0
2005,PP,0.0
2006,PP,0.0
2007,PP,0.0
2008,PP,0.0
2009,PP,0.0
2010,PP,0.0
2011,PP,0.0
2012,PP,0.0
2013,PP,0.0
2014,PP,0.0
2015,PP,0.0
2016,PP,0.0
2017,PP,0.0
2018,PP,0.0
2019,PP,0.0
2020,PP,0.0
2021,PP,0.0
2022,PP,0.0
1995,PA,2034124.4000000001
1996,PA,2113376.0
1997,PA,2113376.0
1998,PA,2113376.0
1999,PA,1954872.8
2000,PA,1479363.2
2001,PA,1585032.0
2002,PA,1585032.0
2003,PA,1585032.0
2004,PA,1585032.0
2005,PA,422675.2
2006,PA,660430.0
2007,PA,422675.2
2008,PA,369840.8
2009,PA,369840.8
2010,PA,343423.60000000003
2011,PA,369840.8
2012,PA,369840.8
2013,PA,369840.8
2014,PA,396258.0
2015,PA,396258.0
2016,PA,422675.2
2017,PA,422675.2
2018,PA,501926.8
2019,PA,475509.60000000003
2020,PA,449092.4
2021,PA,449092.4
2022,PA,449092.4
1995,PE,2800223.2
1996,PE,2932309.2
1997,PE,3170064.0
1998,PE,3170064.0
1999,PE,3354984.4
2000,PE,8717676.0
2001,PE,9853615.6
2002,PE,10778217.6
2003,PE,12099077.6
2004,PE,12680256.0
2005,PE,15586148.0
2006,PE,15850320.0
2007,PE,16114492.0
2008,PE,16378664.0
2009,PE,13604858.0
2010,PE,13736944.0
2011,PE,16642836.0
2012,PE,17171180.0
2013,PE,18492040.0
2014,PE,19284556.0
2015,PE,19733648.400000002
2016,PE,19812900.0
2017,PE,20209158.0
2018,PE,21662104.0
2019,PE,21662104.0
2020,PE,21397932.0
2021,PE,21397932.0
2022,PE,21397932.0
1995,RP,0.0
1996,RP,0.0
1997,RP,0.0
1998,RP,0.0
1999,RP,0.0
2000,RP,0.0
2001,RP,0.0
2002,RP,0.0
2003,RP,0.0
2004,RP,0.0
2005,RP,0.0
2006,RP,0.0
2007,RP,0.0
2008,RP,0.0
2009,RP,0.0
2010,RP,0.0
2011,RP,0.0
2012,RP,0.0
2013,RP,0.0
2014,RP,0.0
2015,RP,0.0
2016,RP,0.0
2017,RP,0.0
2018,RP,0.0
2019,RP,0.0
2020,RP,0.0
2021,RP,0.0
2022,RP,0.0
1995,PL,0.0
1996,PL,0.0
1997,PL,0.0
1998,PL,0.0
1999,PL,0.0
2000,PL,0.0
2001,PL,0.0
2002,PL,0.0
2003,PL,0.0
2004,PL,0.0
2005,PL,0.0
2006,PL,0.0
2007,PL,0.0
2008,PL,0.0
2009,PL,0.0
2010,PL,0.0
2011,PL,0.0
2012,PL,0.0
2013,PL,132086.0
2014,PL,132086.0
2015,PL,132086.0
2016,PL,132086.0
2017,PL,132086.0
2018,PL,132086.0
2019,PL,132086.0
2020,PL,132086.0
2021,PL,132086.0
2022,PL,132086.0
1995,PO,191656786.0
1996,PO,256563846.4
1997,PO,161778932.8
1998,PO,99064500.0
1999,PO,207216516.8
2000,PO,177259412.0
2001,PO,205763570.8
2002,PO,176387644.4
2003,PO,193902248.0
2004,PO,197627073.20000002
2005,PO,191947375.20000002
2006,PO,199238522.4
2007,PO,160431655.6
2008,PO,150287450.8
2009,PO,155702976.8
2010,PO,188830145.6
2011,PO,148517498.4
2012,PO,167141624.4
2013,PO,164605573.20000002
2014,PO,163945143.20000002
2015,PO,186188425.6
2016,PO,158767372.0
2017,PO,177972676.4
2018,PO,160088232.0
2019,PO,172425064.4
2020,PO,169545589.6
2021,PO,194404174.8
2022,PO,180904985.6
2023,PO,198683761.20000002
1995,QA,0.0
1996,QA,0.0
1997,QA,0.0
1998,QA,0.0
1999,QA,0.0
2000,QA,0.0
2001,QA,0.0
2002,QA,0.0
2003,QA,0.0
2004,QA,0.0
2005,QA,0.0
2006,QA,0.0
2007,QA,0.0
2008,QA,0.0
2009,QA,0.0
2010,QA,0.0
2011,QA,0.0
2012,QA,0.0
2013,QA,0.0
2014,QA,0.0
2015,QA,0.0
2016,QA,0.0
2017,QA,0.0
2018,QA,0.0
2019,QA,0.0
2020,QA,0.0
2021,QA,0.0
2022,QA,0.0
1995,MK,24066069.2
1996,MK,26681372.0
1997,MK,25307677.6
1998,MK,32413904.400000002
1999,MK,24092486.400000002
2000,MK,25386929.2
2001,MK,21926276.0
2002,MK,11808488.4
2003,MK,24567996.0
2004,MK,27949397.6
2005,MK,22084779.2
2006,MK,16246578.0
2007,MK,28398490.0
2008,MK,24409492.8
2009,MK,25228426.0
2010,MK,20394078.400000002
2011,MK,17567438.0
2012,MK,20631833.2
2013,MK,27051212.8
2014,MK,20869588.0
2015,MK,28953251.2
2016,MK,27817311.6
2017,MK,17356100.400000002
2018,MK,27104047.2
2019,MK,23933983.2
2020,MK,24726499.2
2021,MK,24726499.2
2022,MK,24726499.2
1995,TU,8400669.6
1996,TU,9589443.6
1997,TU,8876179.200000001
1998,TU,9113934.0
1999,TU,6974140.8
2000,TU,6551465.600000001
2001,TU,7079809.600000001
2002,TU,6921306.4
2003,TU,5943870.0
2004,TU,8162914.8
2005,TU,7581736.4
2006,TU,6683551.600000001
2007,TU,6445796.8
2008,TU,10381959.6
2009,TU,12574587.200000001
2010,TU,15876737.200000001
2011,TU,15084221.200000001
2012,TU,14423791.200000001
2013,TU,15955988.8
2014,TU,15955988.8
2015,TU,16299412.4
2016,TU,13102931.200000001
2017,TU,17012676.8
2018,TU,19918568.8
2019,TU,19152470.0
2020,TU,16431498.4
2021,TU,16431498.4
2022,TU,16431498.4
1995,RE,0.0
1996,RE,0.0
1997,RE,0.0
1998,RE,0.0
1999,RE,0.0
2000,RE,0.0
2001,RE,0.0
2002,RE,0.0
2003,RE,0.0
2004,RE,0.0
2005,RE,0.0
2006,RE,0.0
2007,RE,0.0
2008,RE,0.0
2009,RE,0.0
2010,RE,0.0
2011,RE,0.0
2012,RE,0.0
2013,RE,0.0
2014,RE,0.0
2015,RE,0.0
2016,RE,0.0
2017,RE,0.0
2018,RE,0.0
2019,RE,0.0
2020,RE,0.0
2021,RE,0.0
2022,RE,0.0
1995,RO,177523584.0
1996,RO,202435003.6
1997,RO,176678233.6
1998,RO,132138834.4
1999,RO,159929728.8
2000,RO,144132243.20000002
2001,RO,134463548.0
2002,RO,144264329.20000002
2003,RO,146747546.0
2004,RO,162888455.20000002
2005,RO,68737554.4
2006,RO,132455840.8
2007,RO,139720570.8
2008,RO,136286334.8
2009,RO,177074491.6
2010,RO,86833336.4
2011,RO,107200997.60000001
2012,RO,87467349.2
2013,RO,135071143.6
2014,RO,99064500.0
2015,RO,95841601.60000001
2016,RO,86304992.4
2017,RO,114043052.4
2018,RO,134410713.6
2019,RO,100596697.60000001
2020,RO,101151458.8
2021,RO,117582957.2
2022,RO,100068353.60000001
2023,RO,121254948.0
1995,RS,56796980.0
1996,RS,67363860.0
1997,RS,58910356.0
1998,RS,57298906.800000004
1999,RS,67628032.0
2000,RS,80572460.0
2001,RS,90610996.0
2002,RS,107253832.0
2003,RS,119669916.0
2004,RS,135256064.0
2005,RS,121254948.0
2006,RS,165900016.0
2007,RS,192317216.0
2008,RS,187826292.0
2009,RS,103317669.2
2010,RS,178474603.20000002
2011,RS,164896162.4
2012,RS,151212052.8
2013,RS,133803118.0
2014,RS,124477846.4
2015,RS,148015571.6
2016,RS,136656175.6
2017,RS,118375473.2
2018,RS,113409039.60000001
2019,RS,122047464.0
2020,RS,117107447.60000001
2021,RS,113409039.60000001
2022,RS,131980331.2
2023,RS,118824565.60000001
1995,RW,0.0
1996,RW,0.0
1997,RW,0.0
1998,RW,0.0
1999,RW,0.0
2000,RW,0.0
2001,RW,0.0
2002,RW,0.0
2003,RW,0.0
2004,RW,0.0
2005,RW,0.0
2006,RW,0.0
2007,RW,0.0
2008,RW,0.0
2009,RW,0.0
2010,RW,0.0
2011,RW,0.0
2012,RW,0.0
2013,RW,0.0
2014,RW,0.0
2015,RW,0.0
2016,RW,0.0
2017,RW,0.0
2018,RW,0.0
2019,RW,0.0
2020,RW,0.0
2021,RW,0.0
2022,RW,0.0
1995,SH,0.0
1996,SH,0.0
1997,SH,0.0
1998,SH,0.0
1999,SH,0.0
2000,SH,0.0
2001,SH,0.0
2002,SH,0.0
2003,SH,0.0
2004,SH,0.0
2005,SH,0.0
2006,SH,0.0
2007,SH,0.0
2008,SH,0.0
2009,SH,0.0
2010,SH,0.0
2011,SH,0.0
2012,SH,0.0
2013,SH,0.0
2014,SH,0.0
2015,SH,0.0
2016,SH,0.0
2017,SH,0.0
2018,SH,0.0
2019,SH,0.0
2020,SH,0.0
2021,SH,0.0
2022,SH,0.0
1995,SC,0.0
1996,SC,0.0
1997,SC,0.0
1998,SC,0.0
1999,SC,0.0
2000,SC,0.0
2001,SC,0.0
2002,SC,0.0
2003,SC,0.0
2004,SC,0.0
2005,SC,0.0
2006,SC,0.0
2007,SC,0.0
2008,SC,0.0
2009,SC,0.0
2010,SC,0.0
2011,SC,0.0
2012,SC,0.0
2013,SC,0.0
2014,SC,0.0
2015,SC,0.0
2016,SC,0.0
2017,SC,0.0
2018,SC,0.0
2019,SC,0.0
2020,SC,0.0
2021,SC,0.0
2022,SC,0.0
1995,ST,0.0
1996,ST,0.0
1997,ST,0.0
1998,ST,0.0
1999,ST,0.0
2000,ST,0.0
2001,ST,0.0
2002,ST,0.0
2003,ST,0.0
2004,ST,0.0
2005,ST,0.0
2006,ST,0.0
2007,ST,0.0
2008,ST,0.0
2009,ST,0.0
2010,ST,0.0
2011,ST,0.0
2012,ST,0.0
2013,ST,0.0
2014,ST,0.0
2015,ST,0.0
2016,ST,0.0
2017,ST,0.0
2018,ST,0.0
2019,ST,0.0
2020,ST,0.0
2021,ST,0.0
2022,ST,0.0
1995,SB,0.0
1996,SB,0.0
1997,SB,0.0
1998,SB,0.0
1999,SB,0.0
2000,SB,0.0
2001,SB,0.0
2002,SB,0.0
2003,SB,0.0
2004,SB,0.0
2005,SB,0.0
2006,SB,0.0
2007,SB,0.0
2008,SB,0.0
2009,SB,0.0
2010,SB,0.0
2011,SB,0.0
2012,SB,0.0
2013,SB,0.0
2014,SB,0.0
2015,SB,0.0
2016,SB,0.0
2017,SB,0.0
2018,SB,0.0
2019,SB,0.0
2020,SB,0.0
2021,SB,0.0
2022,SB,0.0
1995,VC,0.0
1996,VC,0.0
1997,VC,0.0
1998,VC,0.0
1999,VC,0.0
2000,VC,0.0
2001,VC,0.0
2002,VC,0.0
2003,VC,0.0
2004,VC,0.0
2005,VC,0.0
2006,VC,0.0
2007,VC,0.0
2008,VC,0.0
2009,VC,0.0
2010,VC,0.0
2011,VC,0.0
2012,VC,0.0
2013,VC,0.0
2014,VC,0.0
2015,VC,0.0
2016,VC,0.0
2017,VC,0.0
2018,VC,0.0
2019,VC,0.0
2020,VC,0.0
2021,VC,0.0
2022,VC,0.0
1995,WS,0.0
1996,WS,0.0
1997,WS,0.0
1998,WS,0.0
1999,WS,0.0
2000,WS,0.0
2001,WS,0.0
2002,WS,0.0
2003,WS,0.0
2004,WS,0.0
2005,WS,0.0
2006,WS,0.0
2007,WS,0.0
2008,WS,0.0
2009,WS,0.0
2010,WS,0.0
2011,WS,0.0
2012,WS,0.0
2013,WS,0.0
2014,WS,0.0
2015,WS,0.0
2016,WS,0.0
2017,WS,0.0
2018,WS,0.0
2019,WS,0.0
2020,WS,0.0
2021,WS,0.0
2022,WS,0.0
1995,SM,0.0
1996,SM,0.0
1997,SM,0.0
1998,SM,0.0
1999,SM,0.0
2000,SM,0.0
2001,SM,0.0
2002,SM,0.0
2003,SM,0.0
2004,SM,0.0
2005,SM,0.0
2006,SM,0.0
2007,SM,0.0
2008,SM,0.0
2009,SM,0.0
2010,SM,0.0
2011,SM,0.0
2012,SM,0.0
2013,SM,0.0
2014,SM,0.0
2015,SM,0.0
2016,SM,0.0
2017,SM,0.0
2018,SM,0.0
2019,SM,0.0
2020,SM,0.0
2021,SM,0.0
2022,SM,0.0
1995,TP,0.0
1996,TP,0.0
1997,TP,0.0
1998,TP,0.0
1999,TP,0.0
2000,TP,0.0
2001,TP,0.0
2002,TP,0.0
2003,TP,0.0
2004,TP,0.0
2005,TP,0.0
2006,TP,0.0
2007,TP,0.0
2008,TP,0.0
2009,TP,0.0
2010,TP,0.0
2011,TP,0.0
2012,TP,0.0
2013,TP,0.0
2014,TP,0.0
2015,TP,0.0
2016,TP,0.0
2017,TP,0.0
2018,TP,0.0
2019,TP,0.0
2020,TP,0.0
2021,TP,0.0
2022,TP,0.0
1995,SA,0.0
1996,SA,0.0
1997,SA,0.0
1998,SA,0.0
1999,SA,0.0
2000,SA,0.0
2001,SA,0.0
2002,SA,0.0
2003,SA,0.0
2004,SA,0.0
2005,SA,0.0
2006,SA,0.0
2007,SA,0.0
2008,SA,0.0
2009,SA,0.0
2010,SA,0.0
2011,SA,0.0
2012,SA,0.0
2013,SA,0.0
2014,SA,0.0
2015,SA,0.0
2016,SA,0.0
2017,SA,0.0
2018,SA,0.0
2019,SA,0.0
2020,SA,0.0
2021,SA,0.0
2022,SA,0.0
1995,SG,0.0
1996,SG,0.0
1997,SG,0.0
1998,SG,0.0
1999,SG,0.0
2000,SG,0.0
2001,SG,0.0
2002,SG,0.0
2003,SG,0.0
2004,SG,0.0
2005,SG,0.0
2006,SG,0.0
2007,SG,0.0
2008,SG,0.0
2009,SG,0.0
2010,SG,0.0
2011,SG,0.0
2012,SG,0.0
2013,SG,0.0
2014,SG,0.0
2015,SG,0.0
2016,SG,0.0
2017,SG,0.0
2018,SG,0.0
2019,SG,0.0
2020,SG,0.0
2021,SG,0.0
2022,SG,0.0
